Date;Time;Global_active_power;Global_reactive_power;Voltage;Global_intensity;Sub_metering_1;Sub_metering_2;Sub_metering_3
1/2/2009;01:15:00;6.560;0.154;241.590;27.000;39.000;38.000;18.000
1/2/2009;01:16:00;5.502;0.100;243.170;23.000;19.000;39.000;18.000
1/2/2009;01:17:00;4.514;0.000;243.280;18.400;1.000;39.000;18.000
1/2/2009;01:18:00;4.494;0.000;242.530;18.400;1.000;39.000;18.000
1/2/2009;01:19:00;6.014;0.058;240.810;25.200;26.000;38.000;18.000
1/2/2009;01:20:00;6.546;0.064;240.730;27.200;39.000;39.000;17.000
1/2/2009;01:21:00;6.540;0.060;240.030;27.200;38.000;38.000;18.000
1/2/2009;01:22:00;4.368;0.000;242.230;18.000;39.000;3.000;18.000
1/2/2009;01:23:00;3.818;0.062;243.280;15.600;39.000;1.000;18.000
1/2/2009;01:24:00;3.796;0.000;243.090;15.600;39.000;1.000;18.000
1/2/2009;01:25:00;3.774;0.000;243.210;15.400;38.000;0.000;18.000
1/2/2009;01:26:00;3.766;0.000;243.570;15.400;39.000;1.000;19.000
1/2/2009;01:27:00;1.822;0.058;245.680;8.200;9.000;0.000;18.000
1/2/2009;01:28:00;1.440;0.046;246.240;5.800;0.000;1.000;19.000
1/2/2009;01:29:00;1.426;0.070;246.780;5.800;1.000;1.000;18.000
1/2/2009;01:30:00;1.466;0.000;246.870;6.000;0.000;1.000;19.000
1/2/2009;01:31:00;1.420;0.000;246.350;5.800;0.000;1.000;19.000
1/2/2009;01:32:00;1.416;0.000;246.420;5.800;0.000;0.000;18.000
1/2/2009;01:33:00;1.368;0.070;245.770;5.600;0.000;1.000;19.000
1/2/2009;01:34:00;1.396;0.074;245.190;5.600;0.000;0.000;18.000
1/2/2009;01:35:00;1.412;0.084;245.270;5.800;0.000;1.000;19.000
1/2/2009;01:36:00;1.408;0.084;245.320;5.800;0.000;1.000;18.000
1/2/2009;01:37:00;1.416;0.084;245.670;5.800;0.000;1.000;19.000
1/2/2009;01:38:00;1.410;0.048;245.530;5.600;0.000;1.000;18.000
1/2/2009;01:39:00;1.496;0.074;244.660;6.200;0.000;0.000;18.000
1/2/2009;01:40:00;1.792;0.144;244.150;7.400;0.000;6.000;19.000
1/2/2009;01:41:00;1.876;0.162;244.370;7.600;0.000;7.000;18.000
1/2/2009;01:42:00;1.874;0.164;244.870;7.600;0.000;7.000;18.000
1/2/2009;01:43:00;1.888;0.168;245.480;7.600;0.000;7.000;19.000
1/2/2009;01:44:00;1.670;0.136;245.420;6.800;0.000;4.000;18.000
1/2/2009;01:45:00;1.466;0.070;245.780;6.000;0.000;0.000;19.000
1/2/2009;01:46:00;1.460;0.072;245.990;5.800;0.000;0.000;18.000
1/2/2009;01:47:00;1.454;0.070;245.190;5.800;0.000;0.000;19.000
1/2/2009;01:48:00;1.444;0.068;244.410;5.800;0.000;0.000;18.000
1/2/2009;01:49:00;1.526;0.148;243.570;6.400;0.000;0.000;18.000
1/2/2009;01:50:00;1.512;0.170;243.380;6.200;0.000;0.000;18.000
1/2/2009;01:51:00;1.510;0.170;243.310;6.200;0.000;0.000;18.000
1/2/2009;01:52:00;1.504;0.168;242.840;6.200;0.000;0.000;19.000
1/2/2009;01:53:00;1.514;0.168;242.870;6.200;0.000;0.000;18.000
1/2/2009;01:54:00;1.500;0.170;242.880;6.200;0.000;0.000;18.000
1/2/2009;01:55:00;1.502;0.170;243.170;6.200;0.000;0.000;18.000
1/2/2009;01:56:00;1.528;0.178;244.530;6.200;0.000;0.000;18.000
1/2/2009;01:57:00;1.504;0.176;243.980;6.200;0.000;0.000;18.000
1/2/2009;01:58:00;1.518;0.178;244.480;6.200;0.000;0.000;19.000
1/2/2009;01:59:00;1.490;0.178;244.320;6.000;0.000;0.000;18.000
1/2/2009;02:00:00;1.514;0.178;244.400;6.200;0.000;0.000;18.000
1/2/2009;02:01:00;1.506;0.178;244.630;6.200;0.000;0.000;19.000
1/2/2009;02:02:00;1.436;0.072;244.740;5.800;0.000;0.000;18.000
1/2/2009;02:03:00;1.414;0.000;244.330;5.800;0.000;0.000;18.000
1/2/2009;02:04:00;1.356;0.054;244.050;5.600;0.000;0.000;19.000
1/2/2009;02:05:00;1.344;0.068;244.030;5.400;0.000;0.000;18.000
1/2/2009;02:06:00;1.354;0.066;244.620;5.600;0.000;0.000;18.000
1/2/2009;02:07:00;1.356;0.066;245.060;5.400;0.000;0.000;18.000
1/2/2009;02:08:00;1.360;0.066;245.160;5.600;0.000;0.000;19.000
1/2/2009;02:09:00;1.360;0.066;245.260;5.600;0.000;0.000;18.000
1/2/2009;02:10:00;1.358;0.066;245.090;5.600;0.000;0.000;19.000
1/2/2009;02:11:00;1.358;0.066;245.140;5.600;0.000;0.000;18.000
1/2/2009;02:12:00;1.362;0.066;244.940;5.600;0.000;0.000;19.000
1/2/2009;02:13:00;1.344;0.068;244.630;5.400;0.000;0.000;18.000
1/2/2009;02:14:00;1.340;0.068;244.300;5.400;0.000;0.000;18.000
1/2/2009;02:15:00;1.346;0.068;244.740;5.400;0.000;0.000;18.000
1/2/2009;02:16:00;1.360;0.066;244.980;5.600;0.000;0.000;19.000
1/2/2009;02:17:00;1.342;0.068;244.490;5.400;0.000;0.000;18.000
1/2/2009;02:18:00;1.346;0.068;244.780;5.400;0.000;0.000;19.000
1/2/2009;02:19:00;1.352;0.066;245.020;5.400;0.000;0.000;18.000
1/2/2009;02:20:00;1.366;0.068;244.530;5.600;0.000;0.000;18.000
1/2/2009;02:21:00;1.330;0.068;244.350;5.400;0.000;0.000;19.000
1/2/2009;02:22:00;1.338;0.068;244.080;5.400;0.000;0.000;18.000
1/2/2009;02:23:00;1.346;0.068;243.680;5.600;0.000;0.000;18.000
1/2/2009;02:24:00;1.332;0.070;243.490;5.400;0.000;0.000;18.000
1/2/2009;02:25:00;1.350;0.068;243.970;5.600;0.000;0.000;18.000
1/2/2009;02:26:00;1.394;0.000;244.150;5.600;0.000;0.000;19.000
1/2/2009;02:27:00;1.464;0.070;244.520;6.000;0.000;0.000;18.000
1/2/2009;02:28:00;1.458;0.074;245.340;6.000;0.000;0.000;18.000
1/2/2009;02:29:00;1.458;0.074;245.470;6.000;0.000;0.000;19.000
1/2/2009;02:30:00;1.452;0.070;244.980;5.800;0.000;0.000;18.000
1/2/2009;02:31:00;1.468;0.072;245.470;6.000;0.000;0.000;19.000
1/2/2009;02:32:00;1.460;0.072;245.550;6.000;0.000;0.000;18.000
1/2/2009;02:33:00;1.460;0.074;245.840;5.800;0.000;0.000;19.000
1/2/2009;02:34:00;1.454;0.072;245.370;5.800;0.000;0.000;18.000
1/2/2009;02:35:00;1.462;0.072;245.310;6.000;0.000;0.000;19.000
1/2/2009;02:36:00;1.502;0.110;244.990;6.200;0.000;0.000;18.000
1/2/2009;02:37:00;1.520;0.182;245.760;6.200;0.000;0.000;18.000
1/2/2009;02:38:00;1.554;0.184;245.960;6.400;0.000;0.000;19.000
1/2/2009;02:39:00;1.520;0.184;245.990;6.200;0.000;0.000;19.000
1/2/2009;02:40:00;1.530;0.184;245.920;6.200;0.000;0.000;18.000
1/2/2009;02:41:00;1.540;0.180;245.260;6.400;0.000;0.000;18.000
1/2/2009;02:42:00;1.506;0.180;245.180;6.200;0.000;0.000;19.000
1/2/2009;02:43:00;1.528;0.180;245.090;6.200;0.000;0.000;18.000
1/2/2009;02:44:00;1.528;0.182;245.640;6.200;0.000;0.000;19.000
1/2/2009;02:45:00;1.514;0.184;246.100;6.200;0.000;0.000;18.000
1/2/2009;02:46:00;1.536;0.184;246.140;6.200;0.000;0.000;19.000
1/2/2009;02:47:00;1.534;0.184;246.260;6.200;0.000;0.000;18.000
1/2/2009;02:48:00;1.516;0.178;245.660;6.200;0.000;0.000;19.000
1/2/2009;02:49:00;1.422;0.000;244.810;5.800;0.000;0.000;18.000
1/2/2009;02:50:00;1.376;0.000;244.250;5.600;0.000;0.000;19.000
1/2/2009;02:51:00;1.364;0.068;244.660;5.600;0.000;0.000;18.000
1/2/2009;02:52:00;1.330;0.068;244.210;5.400;0.000;0.000;18.000
1/2/2009;02:53:00;1.352;0.068;244.560;5.600;0.000;0.000;19.000
1/2/2009;02:54:00;1.348;0.066;244.870;5.400;0.000;0.000;18.000
1/2/2009;02:55:00;1.358;0.066;245.340;5.600;0.000;0.000;18.000
1/2/2009;02:56:00;1.360;0.066;245.520;5.600;0.000;0.000;19.000
1/2/2009;02:57:00;1.362;0.064;245.850;5.600;0.000;0.000;18.000
1/2/2009;02:58:00;1.362;0.064;245.740;5.600;0.000;0.000;19.000
1/2/2009;02:59:00;1.358;0.066;245.560;5.400;0.000;0.000;18.000
1/2/2009;03:00:00;1.366;0.064;246.340;5.600;0.000;0.000;19.000
1/2/2009;03:01:00;1.366;0.064;246.500;5.600;0.000;0.000;18.000
1/2/2009;03:02:00;1.364;0.064;246.260;5.600;0.000;0.000;19.000
1/2/2009;03:03:00;1.374;0.064;246.020;5.600;0.000;0.000;19.000
1/2/2009;03:04:00;1.358;0.066;245.660;5.400;0.000;0.000;18.000
1/2/2009;03:05:00;1.356;0.066;245.650;5.400;0.000;0.000;19.000
1/2/2009;03:06:00;1.356;0.066;245.600;5.400;0.000;0.000;18.000
1/2/2009;03:07:00;1.358;0.064;245.710;5.400;0.000;0.000;19.000
1/2/2009;03:08:00;1.366;0.066;245.460;5.600;0.000;0.000;18.000
1/2/2009;03:09:00;1.358;0.064;245.840;5.400;0.000;0.000;19.000
1/2/2009;03:10:00;1.362;0.064;246.170;5.400;0.000;0.000;18.000
1/2/2009;03:11:00;1.362;0.064;246.120;5.400;0.000;0.000;19.000
1/2/2009;03:12:00;1.382;0.062;246.980;5.600;0.000;0.000;18.000
1/2/2009;03:13:00;1.378;0.060;247.620;5.600;0.000;0.000;19.000
1/2/2009;03:14:00;0.978;0.000;248.400;4.400;0.000;0.000;13.000
1/2/2009;03:15:00;0.362;0.098;248.710;1.600;0.000;0.000;0.000
1/2/2009;03:16:00;0.370;0.098;248.550;1.600;0.000;0.000;0.000
1/2/2009;03:17:00;0.356;0.096;248.060;1.600;0.000;0.000;0.000
1/2/2009;03:18:00;0.354;0.092;247.420;1.600;0.000;0.000;0.000
1/2/2009;03:19:00;0.352;0.090;246.750;1.600;0.000;0.000;0.000
1/2/2009;03:20:00;0.364;0.090;247.000;1.600;0.000;0.000;0.000
1/2/2009;03:21:00;0.350;0.090;246.620;1.600;0.000;0.000;0.000
1/2/2009;03:22:00;0.350;0.090;247.070;1.600;0.000;0.000;0.000
1/2/2009;03:23:00;0.350;0.092;247.560;1.600;0.000;0.000;0.000
1/2/2009;03:24:00;0.444;0.188;248.090;2.200;0.000;0.000;0.000
1/2/2009;03:25:00;0.428;0.208;248.550;2.000;0.000;0.000;0.000
1/2/2009;03:26:00;0.428;0.212;249.180;2.000;0.000;0.000;0.000
1/2/2009;03:27:00;0.426;0.212;249.240;2.000;0.000;0.000;0.000
1/2/2009;03:28:00;0.438;0.212;249.150;2.000;0.000;0.000;0.000
1/2/2009;03:29:00;0.436;0.214;249.480;2.000;0.000;0.000;0.000
1/2/2009;03:30:00;0.410;0.214;249.510;1.800;0.000;0.000;0.000
1/2/2009;03:31:00;0.420;0.212;249.020;2.000;0.000;0.000;0.000
1/2/2009;03:32:00;0.430;0.206;248.040;2.000;0.000;0.000;0.000
1/2/2009;03:33:00;0.416;0.204;247.740;2.000;0.000;0.000;0.000
1/2/2009;03:34:00;0.414;0.202;247.360;1.800;0.000;0.000;0.000
1/2/2009;03:35:00;0.412;0.202;247.270;1.800;0.000;0.000;0.000
1/2/2009;03:36:00;0.328;0.058;247.630;1.600;0.000;0.000;0.000
1/2/2009;03:37:00;0.260;0.048;247.870;1.200;0.000;0.000;0.000
1/2/2009;03:38:00;0.236;0.048;248.130;1.000;0.000;0.000;0.000
1/2/2009;03:39:00;0.248;0.050;247.860;1.200;0.000;0.000;0.000
1/2/2009;03:40:00;0.330;0.000;247.830;1.600;0.000;0.000;0.000
1/2/2009;03:41:00;0.332;0.080;247.600;1.400;0.000;1.000;0.000
1/2/2009;03:42:00;0.342;0.080;247.590;1.600;0.000;2.000;0.000
1/2/2009;03:43:00;0.332;0.080;247.880;1.400;0.000;1.000;0.000
1/2/2009;03:44:00;0.342;0.080;247.700;1.600;0.000;2.000;0.000
1/2/2009;03:45:00;0.320;0.078;246.900;1.400;0.000;1.000;0.000
1/2/2009;03:46:00;0.352;0.078;247.350;1.600;0.000;1.000;0.000
1/2/2009;03:47:00;0.320;0.080;247.460;1.400;0.000;2.000;0.000
1/2/2009;03:48:00;0.346;0.080;247.690;1.600;0.000;1.000;0.000
1/2/2009;03:49:00;0.326;0.080;247.530;1.400;0.000;2.000;0.000
1/2/2009;03:50:00;0.334;0.084;248.790;1.400;0.000;1.000;0.000
1/2/2009;03:51:00;0.354;0.084;248.930;1.600;0.000;2.000;0.000
1/2/2009;03:52:00;0.324;0.086;249.480;1.400;0.000;1.000;0.000
1/2/2009;03:53:00;0.340;0.086;249.600;1.600;0.000;2.000;0.000
1/2/2009;03:54:00;0.340;0.088;249.910;1.600;0.000;1.000;0.000
1/2/2009;03:55:00;0.336;0.086;249.360;1.400;0.000;2.000;0.000
1/2/2009;03:56:00;0.332;0.084;249.040;1.400;0.000;1.000;0.000
1/2/2009;03:57:00;0.342;0.082;248.580;1.600;0.000;1.000;0.000
1/2/2009;03:58:00;0.326;0.080;247.530;1.400;0.000;2.000;0.000
1/2/2009;03:59:00;0.324;0.076;246.560;1.400;0.000;1.000;0.000
1/2/2009;04:00:00;0.324;0.074;246.430;1.400;0.000;1.000;0.000
1/2/2009;04:01:00;0.356;0.086;247.150;1.800;0.000;2.000;0.000
1/2/2009;04:02:00;0.434;0.220;246.940;2.000;0.000;1.000;0.000
1/2/2009;04:03:00;0.434;0.226;248.240;2.000;0.000;1.000;0.000
1/2/2009;04:04:00;0.412;0.192;249.390;1.800;0.000;1.000;0.000
1/2/2009;04:05:00;0.374;0.104;250.430;1.800;0.000;0.000;0.000
1/2/2009;04:06:00;0.360;0.104;250.300;1.600;0.000;0.000;0.000
1/2/2009;04:07:00;0.360;0.104;250.350;1.600;0.000;0.000;0.000
1/2/2009;04:08:00;0.370;0.104;250.290;1.600;0.000;0.000;0.000
1/2/2009;04:09:00;0.356;0.104;250.120;1.600;0.000;0.000;0.000
1/2/2009;04:10:00;0.368;0.102;249.980;1.600;0.000;0.000;0.000
1/2/2009;04:11:00;0.342;0.102;249.820;1.400;0.000;0.000;0.000
1/2/2009;04:12:00;0.444;0.206;248.670;2.000;0.000;0.000;0.000
1/2/2009;04:13:00;0.440;0.208;248.770;2.000;0.000;0.000;0.000
1/2/2009;04:14:00;0.428;0.208;248.650;2.000;0.000;0.000;0.000
1/2/2009;04:15:00;0.438;0.208;248.430;2.000;0.000;0.000;0.000
1/2/2009;04:16:00;0.412;0.210;248.760;1.800;0.000;0.000;0.000
1/2/2009;04:17:00;0.434;0.206;248.380;2.000;0.000;0.000;0.000
1/2/2009;04:18:00;0.420;0.208;248.730;2.000;0.000;0.000;0.000
1/2/2009;04:19:00;0.420;0.208;248.740;2.000;0.000;0.000;0.000
1/2/2009;04:20:00;0.430;0.212;249.130;2.000;0.000;0.000;0.000
1/2/2009;04:21:00;0.378;0.150;249.570;1.800;0.000;0.000;0.000
1/2/2009;04:22:00;0.332;0.066;249.340;1.600;0.000;0.000;0.000
1/2/2009;04:23:00;0.302;0.054;249.550;1.200;0.000;0.000;0.000
1/2/2009;04:24:00;0.260;0.046;249.120;1.200;0.000;0.000;0.000
1/2/2009;04:25:00;0.258;0.046;249.160;1.200;0.000;0.000;0.000
1/2/2009;04:26:00;0.256;0.048;248.280;1.200;0.000;0.000;0.000
1/2/2009;04:27:00;0.254;0.048;248.020;1.200;0.000;0.000;0.000
1/2/2009;04:28:00;0.250;0.048;247.920;1.200;0.000;0.000;0.000
1/2/2009;04:29:00;0.254;0.048;248.200;1.200;0.000;0.000;0.000
1/2/2009;04:30:00;0.252;0.000;249.450;1.200;0.000;0.000;0.000
1/2/2009;04:31:00;0.254;0.000;249.530;1.200;0.000;0.000;0.000
1/2/2009;04:32:00;0.252;0.000;249.450;1.200;0.000;0.000;0.000
1/2/2009;04:33:00;0.256;0.000;249.770;1.200;0.000;0.000;0.000
1/2/2009;04:34:00;0.252;0.046;249.540;1.200;0.000;0.000;0.000
1/2/2009;04:35:00;0.264;0.000;249.550;1.400;0.000;0.000;0.000
1/2/2009;04:36:00;0.254;0.000;249.680;1.200;0.000;0.000;0.000
1/2/2009;04:37:00;0.252;0.000;249.680;1.200;0.000;0.000;0.000
1/2/2009;04:38:00;0.252;0.046;249.100;1.200;0.000;0.000;0.000
1/2/2009;04:39:00;0.252;0.046;249.290;1.200;0.000;0.000;0.000
1/2/2009;04:40:00;0.250;0.046;249.020;1.200;0.000;0.000;0.000
1/2/2009;04:41:00;0.262;0.046;249.000;1.400;0.000;0.000;0.000
1/2/2009;04:42:00;0.250;0.046;248.770;1.200;0.000;0.000;0.000
1/2/2009;04:43:00;0.250;0.046;248.860;1.200;0.000;0.000;0.000
1/2/2009;04:44:00;0.250;0.046;248.700;1.200;0.000;0.000;0.000
1/2/2009;04:45:00;0.260;0.048;248.160;1.400;0.000;0.000;0.000
1/2/2009;04:46:00;0.248;0.048;248.280;1.200;0.000;0.000;0.000
1/2/2009;04:47:00;0.250;0.048;248.680;1.200;0.000;0.000;0.000
1/2/2009;04:48:00;0.338;0.000;248.820;1.600;0.000;0.000;0.000
1/2/2009;04:49:00;0.362;0.098;248.800;1.600;0.000;0.000;0.000
1/2/2009;04:50:00;0.358;0.098;248.720;1.600;0.000;0.000;0.000
1/2/2009;04:51:00;0.356;0.096;248.270;1.600;0.000;0.000;0.000
1/2/2009;04:52:00;0.354;0.094;247.840;1.600;0.000;0.000;0.000
1/2/2009;04:53:00;0.366;0.094;247.910;1.600;0.000;0.000;0.000
1/2/2009;04:54:00;0.354;0.094;247.990;1.600;0.000;0.000;0.000
1/2/2009;04:55:00;0.352;0.096;248.360;1.600;0.000;0.000;0.000
1/2/2009;04:56:00;0.364;0.094;247.800;1.600;0.000;0.000;0.000
1/2/2009;04:57:00;0.360;0.092;247.380;1.600;0.000;0.000;0.000
1/2/2009;04:58:00;0.336;0.090;246.610;1.400;0.000;0.000;0.000
1/2/2009;04:59:00;0.406;0.148;245.600;2.000;0.000;0.000;0.000
1/2/2009;05:00:00;0.428;0.198;246.300;2.000;0.000;0.000;0.000
1/2/2009;05:01:00;0.424;0.204;247.730;2.000;0.000;0.000;0.000
1/2/2009;05:02:00;0.428;0.206;248.220;2.000;0.000;0.000;0.000
1/2/2009;05:03:00;0.434;0.204;247.870;2.000;0.000;0.000;0.000
1/2/2009;05:04:00;0.426;0.210;249.070;2.000;0.000;0.000;0.000
1/2/2009;05:05:00;0.426;0.212;249.240;2.000;0.000;0.000;0.000
1/2/2009;05:06:00;0.406;0.188;249.270;1.800;0.000;0.000;0.000
1/2/2009;05:07:00;0.324;0.064;248.770;1.400;0.000;0.000;0.000
1/2/2009;05:08:00;0.322;0.062;248.750;1.400;0.000;0.000;0.000
1/2/2009;05:09:00;0.324;0.064;249.190;1.400;0.000;0.000;0.000
1/2/2009;05:10:00;0.294;0.000;250.290;1.400;0.000;0.000;0.000
1/2/2009;05:11:00;0.264;0.046;249.380;1.400;0.000;0.000;0.000
1/2/2009;05:12:00;0.250;0.046;249.370;1.200;0.000;0.000;0.000
1/2/2009;05:13:00;0.250;0.048;248.760;1.200;0.000;0.000;0.000
1/2/2009;05:14:00;0.250;0.046;249.140;1.200;0.000;0.000;0.000
1/2/2009;05:15:00;0.262;0.046;248.860;1.400;0.000;0.000;0.000
1/2/2009;05:16:00;0.250;0.000;249.280;1.200;0.000;0.000;0.000
1/2/2009;05:17:00;0.250;0.046;249.190;1.200;0.000;0.000;0.000
1/2/2009;05:18:00;0.250;0.046;248.910;1.200;0.000;0.000;0.000
1/2/2009;05:19:00;0.262;0.048;248.470;1.400;0.000;0.000;0.000
1/2/2009;05:20:00;0.248;0.048;247.840;1.200;0.000;0.000;0.000
1/2/2009;05:21:00;0.248;0.050;247.960;1.200;0.000;0.000;0.000
1/2/2009;05:22:00;0.250;0.048;248.380;1.200;0.000;0.000;0.000
1/2/2009;05:23:00;0.262;0.048;249.070;1.200;0.000;0.000;0.000
1/2/2009;05:24:00;0.252;0.046;249.300;1.200;0.000;0.000;0.000
1/2/2009;05:25:00;0.250;0.048;248.370;1.200;0.000;0.000;0.000
1/2/2009;05:26:00;0.252;0.048;248.440;1.200;0.000;0.000;0.000
1/2/2009;05:27:00;0.260;0.046;248.990;1.200;0.000;0.000;0.000
1/2/2009;05:28:00;0.250;0.046;248.890;1.200;0.000;0.000;0.000
1/2/2009;05:29:00;0.248;0.048;248.330;1.200;0.000;0.000;0.000
1/2/2009;05:30:00;0.250;0.050;247.860;1.200;0.000;0.000;0.000
1/2/2009;05:31:00;0.262;0.048;248.320;1.200;0.000;0.000;0.000
1/2/2009;05:32:00;0.250;0.048;248.090;1.200;0.000;0.000;0.000
1/2/2009;05:33:00;0.250;0.048;248.190;1.200;0.000;0.000;0.000
1/2/2009;05:34:00;0.260;0.048;248.020;1.400;0.000;0.000;0.000
1/2/2009;05:35:00;0.368;0.086;247.510;1.600;0.000;0.000;0.000
1/2/2009;05:36:00;0.372;0.096;248.270;1.600;0.000;0.000;0.000
1/2/2009;05:37:00;0.348;0.098;248.980;1.400;0.000;0.000;0.000
